station_id,timestamp,fault_type
AWS_DIU,2021-05-16T00:00:00,genuine_event
AWS_DIU,2021-05-16T01:00:00,genuine_event
AWS_DIU,2021-05-16T02:00:00,genuine_event
AWS_DIU,2021-05-16T03:00:00,genuine_event
AWS_DIU,2021-05-16T04:00:00,genuine_event
AWS_DIU,2021-05-16T05:00:00,genuine_event
AWS_DIU,2021-05-16T06:00:00,genuine_event
AWS_DIU,2021-05-16T07:00:00,genuine_event
AWS_DIU,2021-05-16T08:00:00,genuine_event
AWS_DIU,2021-05-16T09:00:00,genuine_event
AWS_DIU,2021-05-16T10:00:00,genuine_event
AWS_DIU,2021-05-16T11:00:00,genuine_event
AWS_DIU,2021-05-16T12:00:00,genuine_event
AWS_DIU,2021-05-16T13:00:00,genuine_event
AWS_DIU,2021-05-16T14:00:00,genuine_event
AWS_DIU,2021-05-16T15:00:00,genuine_event
AWS_DIU,2021-05-16T16:00:00,genuine_event
AWS_DIU,2021-05-16T17:00:00,genuine_event
AWS_DIU,2021-05-16T18:00:00,genuine_event
AWS_DIU,2021-05-16T19:00:00,genuine_event
AWS_DIU,2021-05-16T20:00:00,genuine_event
AWS_DIU,2021-05-16T21:00:00,genuine_event
AWS_DIU,2021-05-16T22:00:00,genuine_event
AWS_DIU,2021-05-16T23:00:00,genuine_event
AWS_DIU,2021-05-17T00:00:00,genuine_event
AWS_DIU,2021-05-17T01:00:00,genuine_event
AWS_DIU,2021-05-17T02:00:00,genuine_event
AWS_DIU,2021-05-17T03:00:00,genuine_event
AWS_DIU,2021-05-17T04:00:00,genuine_event
AWS_DIU,2021-05-17T05:00:00,genuine_event
AWS_DIU,2021-05-17T06:00:00,genuine_event
AWS_DIU,2021-05-17T07:00:00,genuine_event
AWS_DIU,2021-05-17T08:00:00,genuine_event
AWS_DIU,2021-05-17T09:00:00,genuine_event
AWS_DIU,2021-05-17T10:00:00,genuine_event
AWS_DIU,2021-05-17T11:00:00,genuine_event
AWS_DIU,2021-05-17T12:00:00,genuine_event
AWS_DIU,2021-05-17T13:00:00,genuine_event
AWS_DIU,2021-05-17T14:00:00,genuine_event
AWS_DIU,2021-05-17T15:00:00,genuine_event
AWS_DIU,2021-05-17T16:00:00,genuine_event
AWS_DIU,2021-05-17T17:00:00,genuine_event
AWS_DIU,2021-05-17T18:00:00,genuine_event
AWS_DIU,2021-05-17T19:00:00,genuine_event
AWS_DIU,2021-05-17T20:00:00,genuine_event
AWS_DIU,2021-05-17T21:00:00,genuine_event
AWS_DIU,2021-05-17T22:00:00,genuine_event
AWS_DIU,2021-05-17T23:00:00,genuine_event
AWS_DIU,2021-05-18T00:00:00,genuine_event
AWS_DIU,2021-05-18T01:00:00,genuine_event
AWS_DIU,2021-05-18T02:00:00,genuine_event
AWS_DIU,2021-05-18T03:00:00,genuine_event
AWS_DIU,2021-05-18T04:00:00,genuine_event
AWS_DIU,2021-05-18T05:00:00,genuine_event
AWS_DIU,2021-05-18T06:00:00,genuine_event
AWS_DIU,2021-05-18T07:00:00,genuine_event
AWS_DIU,2021-05-18T08:00:00,genuine_event
AWS_DIU,2021-05-18T09:00:00,genuine_event
AWS_DIU,2021-05-18T10:00:00,genuine_event
AWS_DIU,2021-05-18T11:00:00,genuine_event
AWS_DIU,2021-05-18T12:00:00,genuine_event
AWS_DIU,2021-05-18T13:00:00,genuine_event
AWS_DIU,2021-05-18T14:00:00,genuine_event
AWS_DIU,2021-05-18T15:00:00,genuine_event
AWS_DIU,2021-05-18T16:00:00,genuine_event
AWS_DIU,2021-05-18T17:00:00,genuine_event
AWS_DIU,2021-05-18T18:00:00,genuine_event
AWS_DIU,2021-05-18T19:00:00,genuine_event
AWS_DIU,2021-05-18T20:00:00,genuine_event
AWS_DIU,2021-05-18T21:00:00,genuine_event
AWS_DIU,2021-05-18T22:00:00,genuine_event
AWS_DIU,2021-05-18T23:00:00,genuine_event
AWS_DIU,2021-01-05T10:00:00,drift
AWS_DIU,2021-01-05T11:00:00,drift
AWS_DIU,2021-01-05T12:00:00,drift
AWS_DIU,2021-01-05T13:00:00,drift
AWS_DIU,2021-01-05T14:00:00,drift
AWS_DIU,2021-01-05T15:00:00,drift
AWS_DIU,2021-01-05T16:00:00,drift
AWS_DIU,2021-01-05T17:00:00,drift
AWS_DIU,2021-01-05T18:00:00,drift
AWS_DIU,2021-01-05T19:00:00,drift
AWS_DIU,2021-01-05T20:00:00,drift
AWS_DIU,2021-01-05T21:00:00,drift
AWS_DIU,2021-01-05T22:00:00,drift
AWS_DIU,2021-01-05T23:00:00,drift
AWS_DIU,2021-01-06T00:00:00,drift
AWS_DIU,2021-01-06T01:00:00,drift
AWS_DIU,2021-01-06T02:00:00,drift
AWS_DIU,2021-01-06T03:00:00,drift
AWS_DIU,2021-01-06T04:00:00,drift
AWS_DIU,2021-01-06T05:00:00,drift
AWS_DIU,2021-01-06T06:00:00,drift
AWS_DIU,2021-01-09T23:00:00,dropout
AWS_DIU,2021-01-11T04:00:00,spike
AWS_DIU,2021-01-12T01:00:00,drift
AWS_DIU,2021-01-12T02:00:00,drift
AWS_DIU,2021-01-12T03:00:00,drift
AWS_DIU,2021-01-12T04:00:00,drift
AWS_DIU,2021-01-12T05:00:00,drift
AWS_DIU,2021-01-12T06:00:00,drift
AWS_DIU,2021-01-12T07:00:00,drift
AWS_DIU,2021-01-12T08:00:00,drift
AWS_DIU,2021-01-12T09:00:00,drift
AWS_DIU,2021-01-12T10:00:00,drift
AWS_DIU,2021-01-12T11:00:00,drift
AWS_DIU,2021-01-12T12:00:00,drift
AWS_DIU,2021-01-12T13:00:00,drift
AWS_DIU,2021-01-12T14:00:00,drift
AWS_DIU,2021-01-12T15:00:00,drift
AWS_DIU,2021-01-12T16:00:00,drift
AWS_DIU,2021-01-12T17:00:00,drift
AWS_DIU,2021-01-12T18:00:00,drift
AWS_DIU,2021-01-12T19:00:00,drift
AWS_DIU,2021-01-12T20:00:00,drift
AWS_DIU,2021-01-12T21:00:00,drift
AWS_DIU,2021-01-12T22:00:00,drift
AWS_DIU,2021-01-12T23:00:00,drift
AWS_DIU,2021-01-13T00:00:00,drift
AWS_DIU,2021-01-13T01:00:00,drift
AWS_DIU,2021-01-13T02:00:00,drift
AWS_DIU,2021-01-13T03:00:00,drift
AWS_DIU,2021-01-13T04:00:00,drift
AWS_DIU,2021-01-13T05:00:00,drift
AWS_DIU,2021-01-13T06:00:00,frozen
AWS_DIU,2021-01-13T07:00:00,frozen
AWS_DIU,2021-01-13T08:00:00,frozen
AWS_DIU,2021-01-13T09:00:00,frozen
AWS_DIU,2021-01-13T10:00:00,frozen
AWS_DIU,2021-01-15T23:00:00,drift
AWS_DIU,2021-01-16T00:00:00,drift
AWS_DIU,2021-01-16T01:00:00,drift
AWS_DIU,2021-01-16T02:00:00,drift
AWS_DIU,2021-01-16T03:00:00,drift
AWS_DIU,2021-01-16T04:00:00,drift
AWS_DIU,2021-01-16T05:00:00,drift
AWS_DIU,2021-01-16T06:00:00,drift
AWS_DIU,2021-01-16T07:00:00,drift
AWS_DIU,2021-01-16T08:00:00,drift
AWS_DIU,2021-01-17T12:00:00,spike
AWS_DIU,2021-01-17T16:00:00,drift
AWS_DIU,2021-01-17T17:00:00,drift
AWS_DIU,2021-01-17T18:00:00,drift
AWS_DIU,2021-01-17T19:00:00,drift
AWS_DIU,2021-01-17T20:00:00,drift
AWS_DIU,2021-01-17T21:00:00,drift
AWS_DIU,2021-01-17T22:00:00,drift
AWS_DIU,2021-01-17T23:00:00,drift
AWS_DIU,2021-01-18T00:00:00,drift
AWS_DIU,2021-01-18T01:00:00,drift
AWS_DIU,2021-01-18T02:00:00,drift
AWS_DIU,2021-01-18T03:00:00,drift
AWS_DIU,2021-01-18T04:00:00,drift
